measure,quarter note,timestamp,n1,n2,n3,n4,n5,n6,n7,n8,n9,n11,n12,n13,e1,e2,e3,e4,e5,e6,e7,e8,reference
60,7,218.25,,,,,,,,,,,,,,,,,,,,,
60,8,218.625,,,,,,,,,,,,,,,,,,,,,
61,1,219,,,,,,,,,,,,,,,1,,,,,,
61,2,219.5,,,,,,,,,,,,,,,,,,,,,
61,3,220,,,,,,,,,,,,,,,,,,,,,
61,4,220.5,,,,,,,,,,,,,,,,,,,,,
61,5,221,,,,,,,,,,,,,,,,,,,,,
61,6,221.5,,,,,,,,,,,,,,,,,,,,,
61,7,222,,,,,,,,,,,,,,,,,,,,,
61,8,222.5,,,,,,,,,,,,,,,,,,,,,
62,1,223,,,,,,,,,,,,,,,,,,,,,
62,2,223.5,,,,,,,,,,,,,,,,,,,,,
62,3,224,,,,,,,,,,,,,,,,,,,,,
62,4,224.5,,1,,,,,1,,,,,,,,,,,,,,
62,5,225,,,,,,,,,,,,,,,1,,,,,,
62,6,225.5,,,,,,,,,,,,,,,,,,1,,,
62,7,226,,,,,,,,,,,,,,,,,,,,,
62,8,226.5,,,,,,,,,,,,,,,,,,,,,
63,1,227,,,,,,,,,,,,,,,,,,,,,
63,2,227.375,,,,,,,,,,,,,,,,,,,,,
63,3,227.75,,,,,,,,,,,,,,,,,,,,,
63,4,228.125,,,,,,,,,,,,,,,,,,,,,
63,5,228.5,,,,,,,,,,,,,,,,,,,,,
63,6,228.875,,,,,1,,,,1,,,,,,,,,,,,
63,7,229.25,,,,,,,,,,,,,,,,,,,,,
63,8,229.625,1,,,,,,,,,,,,,,,,,,,,
64,1,230,,,,,,,,,,,,,,,,,,,,,
64,2,230.5,,,,,,,,,,,,,,,,,,,,,
64,3,231,,,,,,,,,,,,,,,,,,,,,
64,4,231.5,,,,,,,,,,,,,,,,,,,,,
64,5,232,,,,,,,,,,,,,,,,,,,,,
64,6,232.5,,,,,,,,,,,,,,,,,,,,,
64,7,233,,,,,,,,,,,,,,,,,,,,,
64,8,233.5,,,,,,,,,,,,,,,,,,,,,
65,1,234,,,,,,,,,,,,,,,,,,,,,
65,2,234.375,,,,,,,,,,,,,,,,,,,,,
65,3,234.75,,,,,,,,,,,,,,,,,,,,,
65,4,235.125,,,,,,,,,,,,,,,,,,,,,
65,5,235.5,,,,,,,,,,,,,,,,,,,,,
65,6,235.875,,,,,,,,,,,,,,,,,,,,,
65,7,236.25,,,,,,,,,,,,,,,,,,,,,
65,8,236.625,,,,,,,,,,,,,,,,,,,,,
66,1,237,,,,,,,,,,,,,,,,,,,,,
66,2,237.5,,,,,,,,,,,,,,,,,,2,,,
66,3,238,,,,,,,,,2,,,,,1,1,,,,,1,1
66,4,238.5,,,2,,,,,,,,,,,,,,,,,,
66,5,239,,,,,,,1,,,,,,,,,,,,,,
66,6,239.5,,,,,,,,,,,,,,,,,,,,,
66,7,240,,,,,,2,,,,,,,1,,,,,,,,
66,8,240.5,,,,,,,,,,,,,,,,,,,,,
67,1,241,1,,,,1,,,,,,2,,,,,,,,,,
67,2,241.375,,,,,,,,,,,,,,,,,,,,,
67,3,241.75,,,,,,,,,,,,,,,,,,,,,
67,4,242.125,,,,2,,,,,,,,,,,,,,,,,
67,5,242.5,,1,,,,,,,,,,,,,,,,,,,
67,6,242.875,,,,,,,,,,,,,,,,,,,,,
67,7,243.25,,,,,,,,,,,,,,,,,,,,,
67,8,243.625,,,,,,,,,,,,,,,,,,,,,
68,1,244,,,,,,,,,,,,,,,,,,,,,
68,2,244.5,,,,,,,,,,,,,,,,,,,,,
68,3,245,,,,,,,,,,,,,,,,,,,,,
68,4,245.5,,,,,,,,,,,,,,,,,,,,,
68,5,246,,,,,,,,,,,,,,,,,,,,,
68,6,246.5,,,,,,,,,,,,,1,,,,,2,,,
68,7,247,,,,,,,1,,,,,,,,,,,,,,
68,8,247.5,,,,,,,,,,,,,,,,,,,,,
69,1,248,2,,,3,1,,,,,1,,,,,,,1,,,,
69,2,248.5,,,,,,,,,,,,,,,,,,,,,
69,3,249,,2,2,,,1,,1,,,,,,,,,,,,,
69,4,249.5,,,,,,,,,,,,,,,,,,,,,
69,5,250,,,,,,,,,,,,,,,,,,,,,
69,6,250.5,,,,,,,,,,,,,,,,,,,,,
69,7,251,,,,,,,,,,,,,,,2,,,,1,,
69,8,251.5,,,,,,,,,2,,,,,,,,,,,,
70,1,252,,,,,,,,,,,,,,,,,,,,,
70,2,252.5,,,,,,,,,,,,,,,,,,,,,
70,3,253,,,,,,,,,,,,,,,,,,,,,
70,4,253.5,,,,,,,,,,,,,,,,,,,,,
70,5,254,,,,,,,1,,,,,,1.5,,,,,,,,
70,6,254.5,,,,,,,,,,,,,,,,,,1.5,,,
70,7,255,,1,,,,,,,,,,,,,,,1,,,,
70,8,255.5,,,,,,,,,,,,,,,,,,,,,
71,1,256,,,,,,2,,,,,,,,,,,,,,,
71,2,256.625,,,,1,,,,,,,,,,,,,,,,,
71,3,257.25,,,,,,,,,,,,,,,,,,,,,
71,4,257.875,,,2,,,,,,,,,,,,,,,,,,
71,5,258.5,,,,,,,,,,,,,,,,,,,,,
71,6,259.125,,,,,,,,,,,,,,,,,,,,,
71,7,259.75,,,,,,,,,,,,,,,,,,,,,
71,8,260.375,,,,,,,,,,,,,,,,,,,,,
72,1,261,,,,,,,,,,,,,,1,,,,,,,
72,2,261.916666666667,2,,,,1,,3,2,,1,,,,,,,1,,,,
72,3,262.833333333333,,,,,,,,,,,,,2,,,3,,2,,2,
72,4,263.75,,,,,,,,,,,,,,,,,,,,,
72,5,264.666666666667,,,,,,,,,,,,,,,,,,,,,
72,6,265.583333333333,,1,,4,,,,,2,,,,,,,,,,,,
72,7,266.5,,,,,,,,,,,1,,,,,,,,,,
72,8,267.416666666667,,,,,,,,,,,,,,,,,,,,,
72,9,268.333333333333,,,,,,,,,,,,,,,,,,,,2,
72,10,269.25,,,,,,,,,,,,,,,,,,,,,
72,11,270.166666666667,,,,,,,,,,,1,,,,,,,,,,
72,12,271.083333333334,,,,,,,,,,,,,,,,,,,,,
73,1,272,,,,,1,3,,,,,,,,,,,,,,1,
73,2,273,,,,,,,,,,,,,,4,,,,,,,
73,3,274,,,,,,,,,,,4,,,,,,,,,,
73,4,275,,,,,,,,,,,,,4,,,,,4,,,
73,5,276,,,,,,,,,,,,,,,,4,,,,,
73,6,277,,,,,,,,,,,,,,,,,,,,,
73,7,278,,,,,,,,,,,,,,,4,,4,,4,,
73,8,279,,,,,,,,,,,,,,,,,,,,,
74,1,280,4,4,4,4,4,,4,4,4,4,,4,,,,,,,,4,2
74,2,281,,,,,,,,,,,,,,,,,,,,,
74,3,282,,,,,,,,,,,,,,,,,,,,,
74,4,283,,,,,,,,,,,,,,,,,,,,,
74,5,284,,,,,,,,,,,,,,,,,,,,,
74,6,285,,,,,,,,,,,,,,,,,,,,,
74,7,286,,,,,,,,,,,,,,,,,,,,,
74,8,287,,,,,,,,,,,,,,,,,,,,,
