measure,quarter note,timestamp,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,e1,e2,e3,e4,e5,e6,e7,e8,reference
59,8,264.375,,,,,,,,,,,,,,,,,,,,,,
60,1,265,,,,,,,,,,,,,,,,,,,,,,
60,2,265.75,,,,,,,,,,,,,,,,,,,,,,
60,3,266.5,,,,,,,,,,,,,,,,,,,,,,
60,4,267.25,,,,,,,,,,,,,,,,,,,,,,
60,5,268,,,,,,,,,,,,,,,,,,,,,,
60,6,268.75,,,,,,1,,,,,,,,,,,,,,,,
60,7,269.5,,,,,,,,,1,,,,,,,,,,,,,
60,8,270.25,,,,,,,,,,,,,,,,,,,,,,
61,1,271,3,1,3,3,3,,2,2,,3,1,1,,2,3,2,,1,1.5,1.5,1,2
61,2,271.625,,,,,,,,,1,,,,,,,,,,,,,
61,3,272.25,,,,,,,,,,,,,,,,,,,,,,
61,4,272.875,,,,,,,,,,,,,,,,,,,,,,
61,5,273.5,,,,,,,,,,,,,1,,,,,,,,,
61,6,274.125,,,,,,,,,,,,,,,,,,,,,,
61,7,274.75,,,,,,,,,,,,,,,,,,,,,,
61,8,275.375,,,,,,,,,,,,,,,,,,,,,,
62,1,276,,,,,,,,,,,,,,,,,,,,,,
62,2,276.625,,,,,,,,,,,,,,,,,,,,,,
62,3,277.25,,,,,,,,,,,,,,,,,,,,,,
62,4,277.875,,,,,,,,,,,,,,,,,,,,,,
62,5,278.5,,,,,,,,,1,,,,,,,,,,,,,
62,6,279.125,,,,,,,,,,,,,,,,,,,,,,
62,7,279.75,,,,,,,,,,,,,,,,,,,,,,
62,8,280.375,,,,,,,,,,,,,,,,,,,,,,
63,1,281,,,,,,,,,,,,,,,,,,,,,,
63,2,281.8125,,,,,,,,,,,,,,,,,,,,1,1,
63,3,282.625,2,3,2,2,2,1.5,2,3,1,2,,1,,2,,,1,1,1.5,,,
63,4,283.4375,,,,,,,,,,,,,,,,,,,,,,
63,5,284.25,,,,,,,,,,,,,,,,,,,,,,
63,6,285.0625,,,,,,,,,,,,,,,,,,,,,,
63,7,285.875,,,,,,,,,,,,,,,,1,,,,,,
63,8,286.6875,,,,,,,,,,,,,,,,,,,,,,
64,1,287.5,,,,,,,,,,,,,,,,,,,,,,
64,2,288.3125,,,,,,,,,,,,,,,,,,,,,,
64,3,289.125,,,,,,,,,,,,,,,,,,,,,,
64,4,289.9375,2,1,,2,,,,,2,,1,,1,,,,,,1,1,1,1
64,5,290.75,,,,,2,2.5,,,,,,,,,,1,,,,,,
64,6,291.5625,,,,,,,,,,,,,,,,,,,,,,
64,7,292.375,,1,,,,,,,,,,,,,,,,,,,,
64,8,293.1875,,,,,,,,,,,,,,,,,,,,,,
65,1,294,,,,,,,,,,,,,,,,,,,,,,
65,2,294.875,,,,,,,,,,,,,,,,,,,,,,
65,3,295.75,,,,,,,,,,,,,,,,,,,,,,
65,4,296.625,,,,,,,,,,,,,,,,,,,,,,
65,5,297.5,,,,,,,1,,,,,,,,,,,,,,,
65,6,298.375,,,,,,,,,,,,,,,,,,,,,,
65,7,299.25,,,,,,,,,,,,,,,,,,,,,,
65,8,300.125,,,,,,,,,,,,,,,,,,,,,,
66,1,301,,,,,,,,,,,,,,,,,,,,,,
66,2,301.75,,,,,,,,,,,,,,,,,,,,,,
66,3,302.5,,,,,,,,,,,,,,,,,,,,,,
66,4,303.25,,,,,,,,,,,,,,,,,,,,,,
66,5,304,,,,,,,,,,,,,,,,,,,,,,
66,6,304.75,,,,,,,,,1,,,,,,,,,,,,,
66,7,305.5,,,,,,,,,,,,,,,,,,,,,,
66,8,306.25,,,,,,,,,,,,,,,,,,,,,,
67,1,307,,,,,,,,,,,,,,,,,,,,,,
67,2,307.625,,,,,,,,,,,,,,,,,,,,,,
67,3,308.25,,,,,,,,,,,,,,,,,,,,,,
67,4,308.875,,,,,,,,,,,,,,,,,,,,,,
67,5,309.5,,,,,,,,,,,,,,,,,,,,,,
67,6,310.125,,,,,,,,,,,,,,,,,,,,,,
67,7,310.75,,1,,,,,,,,,,,,,,1,,,,,,
67,8,311.375,,,,,,,,,,,,,,,,,,,,,,
68,1,312,,,,,,,,,1,,,,,,,,,,,,,
68,2,312.75,,,,,,,,,,,,,,,,,,,,,,
68,3,313.5,,,,,,,,,,,,,,,1,,,,1,,,
68,4,314.25,,,,,,,,,,,,,,,,,,,,,,
68,5,315,,,,,,,,,,,,,,,,,,,,,,
68,6,315.75,,,,,,,,,,,,,,,,,,,,,,
68,7,316.5,,,,,,,,,,,,,,,,,,,,,,
68,8,317.25,,,,,,,,,,,,,,,,,,,,,,
69,1,318,,,,,,,,,,,,,,,,,,,,,,
69,2,318.75,,,,,,,,,,,,,,,,,,,,,,
69,3,319.5,,,,,,,,,,,,,,,,,,,,,,
69,4,320.25,,,,,,,,,,,,,,,,,,,,,,
69,5,321,,,,,,,,,2,,,,,,,,,,,,,
69,6,321.75,,,,,,,,,,,,,,,,,,,,,,
69,7,322.5,,,,,,,,,,,,,,,,,,,,,,
69,8,323.25,,,,,,,,,,,,,,,,,,,,,,
70,1,324,,,,,,,,,,,,,,3,,,,,,,,
70,2,325,,,,,3,2,,,3,,,,,,2.5,2,,,2,1.5,2,2
70,3,326,,,,,,,,,,,,,,,,,,3,,,,
70,4,327,,,,,,,,,,,,,,,,,,,,,,
70,5,328,4,4,,4,,,4,4,,2.5,,,,,,,,,,,,
70,6,329,,,,,,,,,,,,,,,,,,,,,,
70,7,330,,,,,,,,,,,,,,,,,,,,,,
70,8,331,,,,,,,,,,,,,,,,,,,,,,
71,1,332,,1,,,,,,,,,,,,,,,,,,,,
71,2,332.875,,,,,,,,,,,,,,,,,,,,,,
71,3,333.75,,,,,,,,,,,,,,,,,,,,,,
71,4,334.625,,,,,,,,,,,,,,,,,,,,,,
71,5,335.5,,,,,,,,,,,,,,,,,,,,,,
71,6,336.375,,,,,,,,,,,,,,,,,,,,,,
71,7,337.25,,,,,,,,,,,,,,,,,,,,,,
71,8,338.125,,,,,,,,,,,,,,,,,,,,,,
72,1,339,,,,,,,,,,,,,,,,,,,,,,
72,2,339.875,,,,1,1,,1,,1,,,,,,,,,,,,,
72,3,340.75,,,,,,,,,,,,1,,,,,,,,,,
72,4,341.625,,,,,,,,,,,,,,,,,,,,,,
72,5,342.5,,,,,,,,,,,,,,,,,,,2,,,
72,6,343.375,,,,,,,,,,,,,,,,,,,,,,
72,7,344.25,,,,,,,,,,,,,,,,,,,,,,
72,8,345.125,,,,,,,,,,,,,,,,,,,,,,
73,1,346,,,,,,,,,,,,,,,,,,,,,,
73,2,346.75,,,,,,,,,,,,,,,,,,,,,,
73,3,347.5,,,,,,,,,,,,,,,,,,,,,,
73,4,348.25,,,,,,,,,,,,,,,,,,,,,,
73,5,349,,,,,,,,,,,,,,,,,,,,,,
73,6,349.75,,,,,,,,,,,,,,,,,,,,,,
73,7,350.5,,,,,,,,,1,,,,,,,,,,,,,
73,8,351.25,,,,,,,,,,,,,,,,,,,,,,
74,1,352,,,,,,,,,,,,,,,,,,,,,,
74,2,353,,,,,,,,,,,,,,,,,,,,,,
74,3,354,2,,,,,,,,,,,,,,,,,,,,,
74,4,355,,,,,,,,,,,,,,,,,,,,,,
74,5,356,,,,,,,,,,,,,,,,,,,,,,
74,6,357,,1,,,,1.5,,,,,,,,,,,,,,,1,
74,7,358,,,,,,,,,1,,,,,2,,,,,,,,
74,8,359,,,,,,,,,,,,,,,,,,,,,,
75,1,360,,,,,,,1,1,,,,,,,,,,,,,,
75,2,361.25,,,,,,,,,,,,,,,,,,,,,,
75,3,362.5,,,,,,,,,,,,,,,,,,,,,,
75,4,363.75,,,,,,,,,,,,3,,,,,,,,,4,
75,5,365,,,,,,,,,,,,,,,4,,,,,,,
75,6,366.25,,,,,,,,,,,,,,,,,,,,,,
75,7,367.5,,,,,,,,,,,,,,,,4,,4,,4,,
75,8,368.75,,,,,,,,,,,,,,,,,4,,,,,
76,1,370,4,4,4,4,4,4,4,4,4,4,4,,4,2,,,,,4,,,2
76,2,371.25,,,,,,,,,,,,,,,,,,,,,,
76,3,372.5,,,,,,,,,,,,,,,,,,,,,,
76,4,373.75,,,,,,,,,,,,,,,,,,,,,,
76,5,375,,,,,,,,,,,,,,,,,,,,,,
76,6,376.25,,,,,,,,,,,,,,,,,,,,,,
76,7,377.5,,,,,,,,,,,,,,,,,,,,,,
76,8,378.75,,,,,,,,,,,,,,,,,,,,,,
