measure,quarter note,timestamp,n1,n2,n3,n4,n5,n6,n7,n8,n11,n12,n13,e1,e2,e3,e4,e5,e6,e7,e8,reference
126,4,323.5,,,,,,,,,,,,,,,,,,,,
127,1,324,,,,,,,,,,,,,,,,,,,,
127,2,324.75,,,,1,,,,,,,,,,,,,,,,
127,3,325.5,,,,,,,,,,,,,,,,,,,,
127,4,326.25,,,,,,,,,,,,,,,,,,,,
128,1,327,,,,,,,,,,,,,,,,,,,,
128,2,327.5,,,,,,2,,,,,,,,,,,,,,
128,3,328,3,,2.5,2,,,,,,1.5,,2,,,,2,2,,2,
128,4,328.5,,2,,,2,,3,1,,,,,,,,,,,,
129,1,329,,,,,,,,,,,2,,,2,,,,,,
129,2,329.75,,,,,,,,,,,,,,,,,,,,
129,3,330.5,,,,,,,,,,,,,,,,,,,,
129,4,331.25,,,,,,,,,,,,,,,,,,,,
130,1,332,,,,,,,,,,,,,,,,,,,,
130,2,332.75,,,,,,,,,,,,,,,,,,,,
130,3,333.5,,,,,,,,,,,,,,,,,,,,
130,4,334.25,,,,,,,,,,,,,,,,,,,,
131,1,335,,,,,,,,,,,,,,,,,,,,
131,2,335.75,,,,,,2.5,,,,,,,3,,,,,,1.5,
131,3,336.5,,,,4,,,,,,,,3,,,3,3,3,2,,2
131,4,337.25,,,,,,,,,,4,,,,,,,,,,
132,1,338,4,3,3,,4,,2,4,,,,,,,,,,,,
132,2,338.75,,,,,,,,,,,4,,,,,,,,,
132,3,339.5,,,,,,,,,,,,,,2,,,,,,
132,4,340.25,,,,,,,,,,,,,,,,,,,,
133,1,341,,,,,,,,,,,,,,,,,,,1,
133,2,341.5,,,,,,,,,,,,,,,,,,,,
133,3,342,,,,,,,,,,,,,,,,,,,,
133,4,342.5,,,,,,,,,,,,,,,,,,,,
134,1,343,,,,,,,,,,,,,,,,,,,,
134,2,343.5,,,,,,,,,,,,,,,,,,,,
134,3,344,,,,,,,,,,,,,,,,2,,,,
134,4,344.5,,,,,,,,,,,,,,,,,,,,
135,1,345,2,1,2,2,2,2,2,,1,2,,,,,1,,,1,,
135,2,345.5,,,,,,,,1,,,,,,,,,,,,
135,3,346,,,,,,,,,,,,,,,,,,,,
135,4,346.5,,,,,,,,,,,,,,,,,,,,
136,1,347,,1,,,,,,,,,,,,,,,1,,,
136,2,347.5,,,,,,,,,,,,,,,,,,,,
136,3,348,,,,,,,,,,,,,,,,,,,,
136,4,348.5,,,,,,,,,,,,,,,,,,,,
137,1,349,,1,,,,,,,,,,,,,,1,,,1,
137,2,349.75,,,,,,,,,,,,,,,,,,,,
137,3,350.5,,,,,,,,,,,,,,,,,,,,
137,4,351.25,,,,,,,,,,,,,,,,,,,,
138,1,352,,1,,,,,,,,,,,,,,,,,1,
138,2,352.5,,,,,,,,,,,,,,,,,,,,
138,3,353,,,,,,,,,,,,,,,,,,,,
138,4,353.5,,,,,,,,,,,,,,,,,,,,
139,1,354,,,,,1,1,1,,,,,,,,,1,,,1,
139,2,354.5,,,,,,,,,,,,,,,,,,,,
139,3,355,,,,,,,,,,,,,,,,,,,,
139,4,355.5,,,,,,,,,,,,,,,,,,,,
140,1,356,,,,,,,1,,,,,,,,,,,,1,1
140,2,356.5,,,,,,,,,,,,,,,,,,,,
140,3,357,,,,,,,,,,,,,,,,,,,,
140,4,357.5,,,,,,,,,,,,,,,,,,,,
141,1,358,,,,,,,1,,,,,,,,,1,1,,1,
141,2,358.5,,,,,,,,,,,,,,,,,,,,
141,3,359,,,,,,,,,,,,,,,,,,,,
141,4,359.5,,,,,,,,,,,,,,,,,,,,
142,1,360,,1,,,,,1,,,,,,,,,,,,1,
142,2,360.75,,,,,,,,,,,,,,,,,,,,
142,3,361.5,,,,4,,,,,,,,,,,,,,2.5,,
142,4,362.25,,,,,,,,,,,,,,,,,,,,
143,1,363,,,,,1,2.5,,3,,2,,2,,,,,3,,,
143,2,363.5,,,,,,,,,,,,,,,,,,,,
143,3,364,,,,,,,,,,,,,,,,,,,,
143,4,364.5,,,,,2,,,,,,,,,,,,,,,
144,1,365,2,,3,,,,,,2,,,,1,,,2,,,2,2
144,2,365.75,,1,,,,,,,,,1,,,1,,,,,,
144,3,366.5,,,,,,,,,,,,,,,,,,,,
144,4,367.25,,,,,,,,,,,,,,,,,,,,
145,1,368,,,,,,,,,,,,,,,,,,,,
145,2,368.5,,,,,,,,,,,,,,,,,,,,
145,3,369,,,,,,,,,,,,,,,,,,,,
145,4,369.5,,,,,,,,,,,,,,,,,,,,
146,1,370,,,,,,,,,,,,,2,,,,,,,
146,2,370.5,,,,,,,,,,,,,,,2.5,,,,,
146,3,371,,,,,,,,,,,,,,,,,,,,
146,4,371.5,,,,,,,,,,,,,,,,3,1,1,1,
147,1,372,2,,2,,3,2,2,,1,2,,,,1,,,,,,
147,2,372.75,,,,1,,,,,,,,,,,,,,,,
147,3,373.5,,,,,,,,,,,,,,,,,,,,
147,4,374.25,,,,,,,,,,,,,,,,,,,,
148,1,375,,1,,,,,1,,,1,,,,,,,,,1,
148,2,375.5,,,,,,,,,,,,,,,,,,,,
148,3,376,,,,,,,,,,,,,,,,,,,,
148,4,376.5,,,,,,,,,,,,,,,,,1,,,
149,1,377,,1,,,,,1,,,1,,,,,,1,,,1,
149,2,377.5,,,,,,,,,,,,,,,,,,,,
149,3,378,,,,,,,,,,,,,,,,,,,,
149,4,378.5,,,,,,,,,,,,,,,,,1,,,
150,1,379,,,,,,,1,,,,,,,,,,,,1,
150,2,379.5,,1,,,,,,,,,,,,,,,,,,
150,3,380,,,,,,,,,,,,,,,,,,,,
150,4,380.5,,,,,,,,,,,,,,,,,,,,
151,1,381,,,,,,,,,,,,,,,,,,,1,
151,2,381.5,,1,,1,,,1,,,,,,,,,1,1,,,
151,3,382,,,,,,,,,,,,,,,,,,,,
151,4,382.5,,,,,,,,,,,,,,,,,,,,
152,1,383,,,,,,,1,,,,,,,,,,,,1,
152,2,383.75,,1,,,,,,,,,,,,,,,,,,
152,3,384.5,,,,,,,,,,,,,,,,,,,,
152,4,385.25,,,,,,,,,,,,,,,,,,,,
153,1,386,,,,1,,,1,,,,,,,,,1,,,1,
153,2,386.5,,,,,,,,,,,,,,,,,,,,
153,3,387,,,,,,,,,,,,,,,,,,,,
153,4,387.5,,1,,,,,,,,,,,,,,,,,,
154,1,388,,,,,1,,1,,,,,,,,,,,,1,
154,2,388.5,,,,,,,,,,,,,,,,,,,,
154,3,389,,,,,,2,,,,,,,,,,,,,,
154,4,389.5,,,,,,,,,,,,,,,,,,,,
155,1,390,1,,1,,3,,3,2,,1.5,2.5,,,,,,1,,,
155,2,390.75,,,,,,,,,,,,,,,,,,,,
155,3,391.5,,,,,,,,,,,,,,,,,,,,
155,4,392.25,,,,,,,,,,,,,,,,,,,,
156,1,393,,,,,,,,,,,,,,1,,1,1,,1,
156,2,393.5,,,,,,,,,,,,,,,,,,,,
156,3,394,,,,,,,,,,,,,,,,,,,,
156,4,394.5,,,,,,,,,,,,,,,,,,,,
157,1,395,,,,,,,,,,,,2.5,,,,,,,,
157,2,395.5,,,,,,,,,,,,,,,,,,,,
157,3,396,,,,3,,,,,,,,,,,,,,,,
157,4,396.5,,,,,,,,,,,,,,,,,,,,
158,1,397,2,3,3,,3,2.5,3,1,1,2,,,2,,,2,1,2,2,1
158,2,397.75,,,,,,,,,,,,,,,,,,,,
158,3,398.5,,,,,,,,,,,,,,,,,,,,
158,4,399.25,,,,,,,,,,,,,,,,,,,,
159,1,400,,,,,,,,,,,1,,,1,,1,,,1,
159,2,400.5,,,,,,,1,,,,,,,,,,,,,
159,3,401,,,,,,,,,,,,,,,,,,,,
159,4,401.5,,,,,,,,,,,,,,,,,,,,
160,1,402,,,,,,,1,,,,,,,,,,,,1,
160,2,402.5,,,,,,,,,,,,,,,,,,,,
160,3,403,,,,,,,,,,,,,,,,,,,,
160,4,403.5,,,,,,,,,,,,,,,,,,,,
161,1,404,,,,,,,,,,,,,,,,,,,1,
161,2,404.5,,,,,,,,,,,,,,,,,,,,
161,3,405,,,,,,,,,,,,,,,,,,,,
161,4,405.5,,,,,,,,,,,,,,,,,,,,
162,1,406,,,,,,,,,,,,,,,,,,,,
162,2,406.75,,,,,,,,,1,2,,,,,,3,2,2,1,2
162,3,407.5,2,3,2.5,4,3,4,2,2.5,,,4,0.5,,,,,,,,
162,4,408.25,,,,,,,,,,,,,,,,,,,,
163,1,409,,,,,,,,,,,,,,,,,,,1,
163,2,409.5,,,,,,,,,,,,,,2,,,,,,
163,3,410,,,,,,,,,,,,,,,,,,,,
163,4,410.5,,,,,,,,,,,,,,,,,,,,
164,1,411,,,,,,,,,,,,,,,,,,,,
164,2,411.75,,,,,,,,,,,,,,,,,,,,
164,3,412.5,,,,,,,,,,,,,,,,,,,,
164,4,413.25,,,,,,,,,,,,,,,,,,,,
165,1,414,2,1,3,2,,,3,,,2,,,,,,2.5,1,,1.5,
165,2,414.5,,,,,,,,,,,,,,,,,,,,
165,3,415,,,,,,,,,,,,,,,,,,1,,
165,4,415.5,,,,,,,,,,,,,,,,,,,,
166,1,416,,,,,,,,,,,,,,,,,,,,
166,2,416.75,,,,,,,,,,,,,,,,,,,,
166,3,417.5,,,,,,,,,,,,,,,,,,,,
166,4,418.25,,,,,,,,,,,,,,,,,,,,
167,1,419,,,,,,,,,,,,,,,,,,,,
167,2,419.5,,,,,,,,,,,,,,,,,,,,
167,3,420,,,,,,,,,,,,,,,,,,,,
167,4,420.5,,,,,,,,,,,,,,,,,,,,
168,1,421,,,,,,,,,,,,,,,,,,,,
168,2,421.75,,,,,,,,,,,,,,,,,,,,
168,3,422.5,,,,,,,,,,,,,,,,,,,,
168,4,423.25,,,,,,,,,,,,,,,,,,,,
169,1,424,,,,,,,,,,,,,,,,,,,,
169,2,424.5,,,,,,,,,,,,,,,,,,,,
169,3,425,,,,,,,,,,,,,,,,,,,,
169,4,425.5,,,,,,,,,,,,,,,,,,,,
170,1,426,,,,,,,,,,,,,,,,,,,,
170,2,426.5,,,,,,,1,,,,,,,,,,,,,
170,3,427,,,,,,,,,,,,,,,,,,,,
170,4,427.5,,,,,,,,,,,,,,,,,,,,
171,1,428,,,,,,,,,,,,,,,,,,,,
171,2,428.75,,,,,,,,,,,,,,,,,,,,
171,3,429.5,1,,,,,,,,,,,,,,,,,,,
171,4,430.25,,,,,,,,,,,,,,,,,,,,
172,1,431,,,,,,,,,,,,,,,,,,,,
172,2,431.75,,,,,,,,,,,,,,,,,,,,
172,3,432.5,,,,,,,,,,,,,,,,,,,,
172,4,433.25,,,,,,,,,,,,,,,,,,,,
173,1,434,,,,,,,,,,,,2,2.5,,2.5,,,,,
173,2,435,,,,,,2.5,,,,4,,,,,,,,,2,
173,3,436,,,,4,,,,,,,,,,,,4,,,,
173,4,437,3,3,3,,4,,4,3.5,4,,,,,,,,2,2.5,,
174,1,438,,,,,,,,,,,4,,,3,,,,,,1
174,2,438.5,,,,,,,,,,,,,,,,,,,,
174,3,439,,,,,,,,,,,,,,,,,,,,
174,4,439.5,,,,,,,,,,,,,,,,,,,,
175,1,440,,,,,,,,,,,,,,,,,,,,
175,2,440.75,,,,,,,,,,,,,,,,,,,,
175,3,441.5,,,,,,,,,,,,,,,,,,,,
175,4,442.25,,,,,,3,,,,,,,,,,,,,,
176,1,443,2,1,1,2.5,2,,3,2.5,,2,,,,,,2,1,,1.5,
176,2,443.75,,,,,,,,,,,,,,,,,,,,
176,3,444.5,,,,,,,,,,,,,,,,,,,,
176,4,445.25,,,,,,,,,,,,,,1,,,,,,
177,1,446,,,,,,,,,,,,,,,,,,,,
177,2,446.5,,,,,,,,,,,,,,,,,,,,
177,3,447,,,,,,,,,,,,,,,,,,,,
177,4,447.5,,,,,,,,,,,,,,,,,,,,
178,1,448,,,,,,,,,,,,,,,,,,,,
178,2,448.75,,,,,,,,,,,,,,,,,,,,
178,3,449.5,,,,,,,,,,,,,,,,,,,,
178,4,450.25,,,,,,,,,,,,,,,,,,,,
179,1,451,,,,,,,,,,,,,,,,,,,,
179,2,451.5,,,,,,,,,,,,,,,,,,,,
179,3,452,,,,,,,,,,,,,,,,,,,,
179,4,452.5,,,,,,,,,,,,,,,,,,,,
180,1,453,,,,,,,,,,,,,,,,,,,,
180,2,453.5,,,,,,,,,,,,,,,,,,,,
180,3,454,,,,,,,,,,,,,,,,,,,,
180,4,454.5,,,,,,,,,,,,,,,,1,,,,
181,1,455,,,,,,,,,,,,,,,,,,,,
181,2,455.75,,,,,,,,,,,,,,,,,,,,
181,3,456.5,,,,,,,,,,,,,,,,,,,,
181,4,457.25,,1,,1,,,,,,,,,,,,,,,,
182,1,458,,,,,,,,,,,,,,,,,,,,
182,2,458.5,1,,,,,,,,,,,,,,,,,,,
182,3,459,,,,,,,,,,,,,,,,,,,,
182,4,459.5,,,,4,,,,,,,,,,,,,,,,
183,1,460,,,,,,,,,,,,,,,,,,,,
183,2,461,,,,,,,,,,,,,,,,,,,,
183,3,462,,,,,,,,,,,,,,,,,,,,
183,4,463,,1,,,,,,,,,,,,,,,,,,
184,1,464,,,,,,3,,,,,,,4,,,4,,,4,
184,2,465.25,,,,,,,,4,,1,,,,,4,,,4,,
184,3,466.5,,,,,,,,,,,,,,,,,,,,
184,4,467.75,,,,,,,,,,,,4,,4,,,4,,,
185,1,469,4,4,4,4,4,,4,,4,4,4,,,,,,,,,2
185,2,470.25,,,,,,,,,,,,,,,,,,,,
185,3,471.5,,,,,,,,,,,,,,,,,,,,
185,4,472.75,,,,,,,,,,,,,,,,,,,,
186,1,474,,,,,,,,,,,,,,,,,,,,
186,2,475.25,,,,,,,,,,,,,,,,,,,,
186,3,476.5,,,,,,,,,,,,,,,,,,,,
186,4,477.75,,,,,,,,,,,,,,,,,,,,
